conf,heat,name,PSNR,SSIM,LPIPS,LRC PSNR
.\code\confs\LOL_smallNet,0,1,12.798146475298635,0.6037397096969679,0.6344244480133057,6.672648167366159
.\code\confs\LOL_smallNet,0,0,12.798146475298635,0.6037397096969679,0.6344244480133057,6.672648167366159
